,Ensemble ID,Uniprot ID
Fam160a1,ENSMUSG00000051000,Q505K2
Glt28d2,ENSMUSG00000031286,Q0VD95
Sh3d19,ENSMUSG00000028082,Q91X43
Prss48,ENSMUSG00000049013,Q14B25
Rps3a1,ENSMUSG00000028081,P97351
Gm37933,ENSMUSG00000103408,0
Lrba,ENSMUSG00000028080,Q9ESE1
Mab21l2,ENSMUSG00000057777,Q8BPP1
Gm37876,ENSMUSG00000104108,0
Dclk2,ENSMUSG00000028078,Q6PGN3
Cd1d1,ENSMUSG00000028076,P11609
Kirrel,ENSMUSG00000041734,Q80W68
Fcrls,ENSMUSG00000015852,D3YYJ5
Cd5l,ENSMUSG00000015854,Q9QWK4
Fcrl1,ENSMUSG00000059994,Q8R4Y0
Fcrl5,ENSMUSG00000048031,Q68SN8
Etv3,ENSMUSG00000003382,Q8R4Z4
Arhgef11,ENSMUSG00000041977,A0A1D5RLI4
Lrrc71,ENSMUSG00000023084,Q9D3W5
Pear1,ENSMUSG00000028073,Q8VIK5
Ntrk1,ENSMUSG00000028072,Q3UFB7
Sh2d2a,ENSMUSG00000028071,Q9QXK9
Prcc,ENSMUSG00000004895,Q05CA9
Hdgf,ENSMUSG00000004897,P51859
Mrpl24,ENSMUSG00000019710,Q9CQ06
Rrnad1,ENSMUSG00000004896,Q8BZG5
Isg20l2,ENSMUSG00000048039,Q3U1G5
Crabp2,ENSMUSG00000004885,P22935
Nes,ENSMUSG00000004891,Q6P5H2
Bcan,ENSMUSG00000004892,Q61361
Hapln2,ENSMUSG00000004894,Q9ESM3
Gpatch4,ENSMUSG00000028069,Q3TFK5
Apoa1bp,ENSMUSG00000028070,Q8K4Z3
Ttc24,ENSMUSG00000051036,Q8BYG0
Iqgap3,ENSMUSG00000028068,A0A0A6YXJ2
Mef2d,ENSMUSG00000001419,Q63943
1700113A16Rik,ENSMUSG00000096935,0
AI849053,ENSMUSG00000097280,0
Gm3764,ENSMUSG00000097156,0
Rhbg,ENSMUSG00000104445,Q8BUX5
Gm38392,ENSMUSG00000103766,A0A0A6YVY1
Tsacc,ENSMUSG00000010538,Q9DA44
Cct3,ENSMUSG00000001416,P80318
Glmp,ENSMUSG00000001418,Q9JHJ3
Tmem79,ENSMUSG00000001420,Q9D709
Smg5,ENSMUSG00000001415,Q6ZPY2
Paqr6,ENSMUSG00000041423,Q6TCG5
Bglap2,ENSMUSG00000074486,P86547
Bglap,ENSMUSG00000074483,P86546
Pmf1,ENSMUSG00000028066,Q9CPV5
Slc25a44,ENSMUSG00000050144,Q8BGF9
Sema4a,ENSMUSG00000028064,Q62178
Lmna,ENSMUSG00000028063,P48678
Gm37584,ENSMUSG00000103115,0
Mex3a,ENSMUSG00000074480,G3UYU0
Rab25,ENSMUSG00000008601,Q9WTL2
Lamtor2,ENSMUSG00000028062,Q9JHS3
Ubqln4,ENSMUSG00000008604,Q99NB8
Ssr2,ENSMUSG00000041355,Q9CPW5
Arhgef2,ENSMUSG00000028059,Q60875
Gm20652,ENSMUSG00000093390,0
Gm43714,ENSMUSG00000105512,0
2810403A07Rik,ENSMUSG00000028060,Q3TCX3
Rit1,ENSMUSG00000028057,P70426
Gm17146,ENSMUSG00000091881,0
Syt11,ENSMUSG00000068923,Q9R0N3
Gon4l,ENSMUSG00000054199,Q9DB00
Gm43713,ENSMUSG00000106218,0
Msto1,ENSMUSG00000068922,Q2YDW2
Dap3,ENSMUSG00000068921,Q9ER88
Ash1l,ENSMUSG00000028053,Q99MY8
Gm43738,ENSMUSG00000105204,A0A0G2JEA5
Rusc1,ENSMUSG00000041263,Q8BG26
Fdps,ENSMUSG00000059743,Q920E5
Hcn3,ENSMUSG00000028051,O88705
Clk2,ENSMUSG00000068917,O35491
Scamp3,ENSMUSG00000028049,O35609
Fam189b,ENSMUSG00000032657,Q5HZJ5
Gba,ENSMUSG00000028048,P17439
Mtx1,ENSMUSG00000064068,P47802
Thbs3,ENSMUSG00000028047,Q05895
Muc1,ENSMUSG00000042784,Q02496
Trim46,ENSMUSG00000042766,Q7TNM2
Krtcap2,ENSMUSG00000042747,Q5RL79
Dpm3,ENSMUSG00000042737,Q9D1Q4
Slc50a1,ENSMUSG00000027953,Q9CXK4
Efna1,ENSMUSG00000027954,P52793
Efna3,ENSMUSG00000028039,O08545
Gm15998,ENSMUSG00000086389,Q3USU7
Efna4,ENSMUSG00000028040,O08542
4731419I09Rik,ENSMUSG00000097004,Q3V1I1
Adam15,ENSMUSG00000028041,O88839
Dcst1,ENSMUSG00000042672,Q059Y8
Dcst2,ENSMUSG00000109293,A0A140LIJ0
Zbtb7b,ENSMUSG00000028042,Q64321
Gm15417,ENSMUSG00000074466,Q3UW30
Flad1,ENSMUSG00000042642,Q8R123
Cks1b,ENSMUSG00000028044,P61025
Shc1,ENSMUSG00000042626,P98083
Pygo2,ENSMUSG00000047824,Q3V113
Pbxip1,ENSMUSG00000042613,Q3TVI8
Pmvk,ENSMUSG00000027952,Q9D1G2
Kcnn3,ENSMUSG00000000794,P58391
Adar,ENSMUSG00000027951,Q99MU3
Chrnb2,ENSMUSG00000027950,Q9ERK7
4632404H12Rik,ENSMUSG00000042579,Q9D683
Ube2q1,ENSMUSG00000042572,Q7TSS2
She,ENSMUSG00000046280,Q8BSD5
Il6ra,ENSMUSG00000027947,P22272
Gm42809,ENSMUSG00000105941,0
Atp8b2,ENSMUSG00000060671,P98199
Hax1,ENSMUSG00000027944,O35387
Gm19710,ENSMUSG00000105552,0
Ubap2l,ENSMUSG00000042520,Q80X50
4933434E20Rik,ENSMUSG00000027942,Q8R092
Tpm3,ENSMUSG00000027940,P21107
Nup210l,ENSMUSG00000027939,Q9D2F7
Rps27,ENSMUSG00000090733,Q6ZWU9
Rab13,ENSMUSG00000027935,Q9DD03
Jtb,ENSMUSG00000027937,O88824
Creb3l4,ENSMUSG00000027938,Q9D2A5
Slc39a1,ENSMUSG00000052310,Q9QZ03
Crtc2,ENSMUSG00000027936,Q3U182
Dennd4b,ENSMUSG00000042404,Q3U1Y4
4930537H20Rik,ENSMUSG00000105350,0
Gatad2b,ENSMUSG00000042390,Q8VHR5
Slc27a3,ENSMUSG00000027932,O88561
Ints3,ENSMUSG00000027933,Q7TPD0
Npr1,ENSMUSG00000027931,P18293
Gm16048,ENSMUSG00000087411,0
Ilf2,ENSMUSG00000001016,Q9CXY6
Snapin,ENSMUSG00000001018,Q9Z266
Chtop,ENSMUSG00000001017,Q9CY57
S100a1,ENSMUSG00000044080,P56565
S100a13,ENSMUSG00000042312,P97352
S100a14,ENSMUSG00000042306,Q9D2Q8
S100a16,ENSMUSG00000074457,Q9D708
S100a3,ENSMUSG00000001021,P62818
S100a2,ENSMUSG00000094018,J3QMC7
S100a4,ENSMUSG00000001020,P07091
S100a6,ENSMUSG00000001025,P14069
S100a7a,ENSMUSG00000063767,Q6S5I3
S100a8,ENSMUSG00000056054,P27005
Pglyrp4,ENSMUSG00000042250,Q0VB07
Gm5849,ENSMUSG00000096621,J3QPE5
9130204L05Rik,ENSMUSG00000091175,G3UWB8
Lor,ENSMUSG00000043165,P18165
Prr9,ENSMUSG00000056270,Q8BV84
Lelp1,ENSMUSG00000027927,Q9DAE3
Gm43740,ENSMUSG00000105476,0
Gm9774,ENSMUSG00000042165,A0A0A6YVU8
Ivl,ENSMUSG00000049128,P48997
Smcp,ENSMUSG00000074435,P15265
2210017I01Rik,ENSMUSG00000103523,A0A0A6YVV1
Lce6a,ENSMUSG00000086848,D3YV94
Lce1c,ENSMUSG00000042092,Q9D1C5
Crct1,ENSMUSG00000027913,Q6PAI5
Flg,ENSMUSG00000102439,P11088
Gm37245,ENSMUSG00000102476,0
Tchh,ENSMUSG00000052415,A0A0B4J1F9
S100a11,ENSMUSG00000027907,P50543
S100a10,ENSMUSG00000041959,P08207
Gm10696,ENSMUSG00000074424,Q3UTC4
Gm5286,ENSMUSG00000090268,E0CXI6
Them4,ENSMUSG00000028145,Q3UUI3
Them5,ENSMUSG00000028148,Q9CQJ0
C2cd4d,ENSMUSG00000091648,P0CG09
Gm43306,ENSMUSG00000104669,0
Rorc,ENSMUSG00000028150,P51450
Gm43401,ENSMUSG00000105391,0
Lingo4,ENSMUSG00000044505,Q149C3
1700040D17Rik,ENSMUSG00000097515,0
Tdrkh,ENSMUSG00000041912,Q80VL1
Oaz3,ENSMUSG00000028141,Q9R109
Mrpl9,ENSMUSG00000028140,Q99N94
Riiad1,ENSMUSG00000028139,Q3KNY5
Celf3,ENSMUSG00000028137,Q8CIN6
Snx27,ENSMUSG00000028136,Q3UHD6
Tuft1,ENSMUSG00000005968,O08970
Gm15234,ENSMUSG00000085250,0
Selenbp2,ENSMUSG00000068877,Q63836
Cgn,ENSMUSG00000068876,P59242
Pogz,ENSMUSG00000038902,Q8BZH4
Psmb4,ENSMUSG00000005779,P99026
Selenbp1,ENSMUSG00000068874,P17563
Rfx5,ENSMUSG00000005774,Q9JL61
B230398E01Rik,ENSMUSG00000087660,0
Pi4kb,ENSMUSG00000038861,Q8BKC8
A730011C13Rik,ENSMUSG00000084846,0
Gm15265,ENSMUSG00000086288,0
Zfp687,ENSMUSG00000019338,Q9D2D7
Psmd4,ENSMUSG00000005625,O35226
Pip5k1a,ENSMUSG00000028126,P70182
Vps72,ENSMUSG00000008958,Q62481
Tmod4,ENSMUSG00000005628,Q9JLH8
Scnm1,ENSMUSG00000092607,Q8K136
Lysmd1,ENSMUSG00000053769,Q9D0E3
Tnfaip8l2,ENSMUSG00000013707,Q9D8Y7
Sema6c,ENSMUSG00000038777,Q9WTM3
Gabpb2,ENSMUSG00000038766,P81069
Gm16740,ENSMUSG00000097167,0
Mllt11,ENSMUSG00000053192,P97783
Cdc42se1,ENSMUSG00000046722,Q8BHL7
Gm128,ENSMUSG00000068860,Q569E4
Bnipl,ENSMUSG00000028115,Q99JU7
Prune,ENSMUSG00000015711,Q8BIW1
Fam63a,ENSMUSG00000038712,Q76LS9
Anxa9,ENSMUSG00000015702,Q9JHQ0
6330562C20Rik,ENSMUSG00000093424,Q3UMJ3
Cers2,ENSMUSG00000015714,Q924Z4
Setdb1,ENSMUSG00000015697,O88974
4930558C23Rik,ENSMUSG00000105734,A0A1B0GQX3
Gm4349,ENSMUSG00000097532,0
Arnt,ENSMUSG00000015522,P53762
Ctsk,ENSMUSG00000028111,P55097
Ctss,ENSMUSG00000038642,O70370
Hormad1,ENSMUSG00000028109,Q9D5T7
Golph3l,ENSMUSG00000046519,Q8R088
Ensa,ENSMUSG00000038619,P60840
Mcl1,ENSMUSG00000038612,P97287
Adamtsl4,ENSMUSG00000015850,Q80T21
Ecm1,ENSMUSG00000028108,Q61508
Tars2,ENSMUSG00000028107,Q3UQ84
Rprd2,ENSMUSG00000028106,Q6NXI6
Prpf3,ENSMUSG00000015748,Q922U1
Gm26594,ENSMUSG00000097189,0
Mrps21,ENSMUSG00000054312,P58059
C920021L13Rik,ENSMUSG00000080727,0
Ciart,ENSMUSG00000038550,Q3TQ03
BC028528,ENSMUSG00000038543,Q8R2K8
Aph1a,ENSMUSG00000015750,Q8BVF7
Car14,ENSMUSG00000038526,Q9WVT6
Anp32e,ENSMUSG00000015749,P97822
Plekho1,ENSMUSG00000015745,Q9JIY0
Vps45,ENSMUSG00000015747,P97390
Otud7b,ENSMUSG00000038495,B2RUR8
Mtmr11,ENSMUSG00000045934,Q3V1L6
Gm17690,ENSMUSG00000097204,0
Sf3b4,ENSMUSG00000068856,Q8QZY9
Sv2a,ENSMUSG00000038486,Q9JIS5
Bola1,ENSMUSG00000015943,Q9D8S9
Gm15444,ENSMUSG00000086556,0
Hist2h2ab,ENSMUSG00000063689,Q64522
Hist2h2ac,ENSMUSG00000068855,Q64523
Hist2h2be,ENSMUSG00000068854,Q64524
Hist2h3c2,ENSMUSG00000081058,P84228
Gm20632,ENSMUSG00000093577,0
Hist2h2aa2,ENSMUSG00000063954,Q6GSS7
Gm20633,ENSMUSG00000093553,0
Hist2h2aa1,ENSMUSG00000064220,Q6GSS7
Hist2h3c1,ENSMUSG00000093769,P84228
Hist2h4,ENSMUSG00000091405,P62806
Gm20628,ENSMUSG00000093656,0
Hist2h3b,ENSMUSG00000074403,P84228
Hist2h2bb,ENSMUSG00000050936,0
Hist2h2bb-1,ENSMUSG00000105827,Q64525
Fcgr1,ENSMUSG00000015947,P26151
Gm26553,ENSMUSG00000097807,0
Gm26689,ENSMUSG00000097753,0
4930477E14Rik,ENSMUSG00000097539,0
Gm26654,ENSMUSG00000097299,0
BC107364,ENSMUSG00000046317,E9Q5A2
Gm10685,ENSMUSG00000106429,Q3UW23
Hfe2,ENSMUSG00000038403,Q7TQ32
Gm15441,ENSMUSG00000074398,Q3UPP6
Txnip,ENSMUSG00000038393,Q8BG60
Gm16253,ENSMUSG00000087610,D3Z167
Polr3gl,ENSMUSG00000028104,Q8R0C0
Ankrd34a,ENSMUSG00000049097,B2RW11
Lix1l,ENSMUSG00000049288,Q8BQ89
Rbm8a,ENSMUSG00000038374,Q9CWZ3
Pex11b,ENSMUSG00000028102,Q9Z210
Gm42957,ENSMUSG00000106447,D6RFQ2
Itga10,ENSMUSG00000090210,E9PXZ3
Ankrd35,ENSMUSG00000038354,A6H648
Pias3,ENSMUSG00000028101,O54714
Nudt17,ENSMUSG00000028100,Q9CWD3
Polr3c,ENSMUSG00000028099,Q9D483
Rnf115,ENSMUSG00000028098,Q9D0C1
Cd160,ENSMUSG00000038304,O88875
Pdzk1,ENSMUSG00000038298,Q9JIL4
4930442L01Rik,ENSMUSG00000087223,0
Gpr89,ENSMUSG00000028096,Q8BS95
Gja5,ENSMUSG00000057123,Q01231
Gja8,ENSMUSG00000049908,P28236
Gm43734,ENSMUSG00000104766,0
Acp6,ENSMUSG00000028093,Q8BP40
Bcl9,ENSMUSG00000038256,Q9D219
Chd1l,ENSMUSG00000028089,Q9CXF7
Fmo5,ENSMUSG00000028088,P97872
Prkab2,ENSMUSG00000038205,Q6PAM0
Pde4dip,ENSMUSG00000038170,Q80YT7
Gm43076,ENSMUSG00000105245,0
Gm15999,ENSMUSG00000086557,0
Sec22b,ENSMUSG00000027879,O08547
Gm5544,ENSMUSG00000074388,Q3UQK6
Notch2,ENSMUSG00000027878,O35516
Adam30,ENSMUSG00000043468,Q811Q3
Reg4,ENSMUSG00000027876,Q9D8G5
Hmgcs2,ENSMUSG00000027875,P54869
Phgdh,ENSMUSG00000053398,Q61753
Zfp697,ENSMUSG00000050064,Q569E7
Gm4450,ENSMUSG00000090817,A0A087WPY5
Hsd3b2,ENSMUSG00000063730,P26149
Hsd3b6,ENSMUSG00000027869,O35469
Hsd3b1,ENSMUSG00000027871,P24815
Hao2,ENSMUSG00000027870,Q9NYQ2
5730437C11Rik,ENSMUSG00000085121,0
Gm12440,ENSMUSG00000086833,0
Wars2,ENSMUSG00000004233,Q9CYK1
Tbx15,ENSMUSG00000027868,O70306
Spag17,ENSMUSG00000027867,Q5S003
Spag17os,ENSMUSG00000085244,0
Wdr3,ENSMUSG00000033285,Q8BHB4
Gdap2,ENSMUSG00000027865,Q9DBL2
Gm43121,ENSMUSG00000106639,0
Fam46c,ENSMUSG00000044468,Q5SSF7
Gm12474,ENSMUSG00000053957,Q8BPS1
Man1a2,ENSMUSG00000008763,P39098
Gm43464,ENSMUSG00000106227,0
Vtcn1,ENSMUSG00000051076,Q7TSP5
Trim45,ENSMUSG00000033233,Q6PFY8
Ttf2,ENSMUSG00000033222,Q5NC05
Cd101,ENSMUSG00000086564,A8E0Y8
Ptgfrn,ENSMUSG00000027864,Q9WV91
Cd2,ENSMUSG00000027863,P08920
Igsf3,ENSMUSG00000042035,Q6ZQA6
Gm42538,ENSMUSG00000106137,0
Atp1a1,ENSMUSG00000033161,Q8VDN2
Mab21l3,ENSMUSG00000044313,Q8CI17
Slc22a15,ENSMUSG00000033147,Q504N2
Nhlh2,ENSMUSG00000048540,Q64221
Casq2,ENSMUSG00000027861,O09161
Vangl1,ENSMUSG00000027860,Q80Z96
A230001M10Rik,ENSMUSG00000105891,0
Gm43242,ENSMUSG00000105966,0
Ngf,ENSMUSG00000027859,P01139
Tspan2os,ENSMUSG00000086745,0
Tspan2,ENSMUSG00000027858,Q922J6
Tshb,ENSMUSG00000027857,P12656
Gm42681,ENSMUSG00000105855,0
Sycp1,ENSMUSG00000027855,Q62209
Nr1h5,ENSMUSG00000048938,A0A0G2JDF2
Sike1,ENSMUSG00000027854,Q9CPR7
Csde1,ENSMUSG00000068823,Q91W50
Nras,ENSMUSG00000027852,P08556
Gm43062,ENSMUSG00000104671,0
Ampd1,ENSMUSG00000070385,Q3V1D3
Dennd2c,ENSMUSG00000007379,Q6P9P8
Bcas2,ENSMUSG00000005687,Q9D287
Trim33,ENSMUSG00000033014,Q99PP7
Syt6,ENSMUSG00000027849,Q9R0N8
Atg4a-ps,ENSMUSG00000087119,A0A0G2JFS9
Olfml3,ENSMUSG00000027848,Q8BK62
Hipk1,ENSMUSG00000008730,O88904
Gm15886,ENSMUSG00000085754,0
Dclre1b,ENSMUSG00000027845,Q8C7W7
Ap4b1,ENSMUSG00000032952,Q9WV76
Gm43064,ENSMUSG00000105053,0
Bcl2l15,ENSMUSG00000044165,Q08ED0
Ptpn22,ENSMUSG00000027843,P29352
Rsbn1,ENSMUSG00000044098,Q80T69
Phtf1os,ENSMUSG00000089998,Q8BGC6
Phtf1,ENSMUSG00000058388,Q9QZ09
Magi3,ENSMUSG00000052539,Q9EQJ9
Gm5546,ENSMUSG00000022187,Q8C8T4
Lrig2,ENSMUSG00000032913,Q52KR2
Gm43257,ENSMUSG00000104768,0
Slc16a1,ENSMUSG00000032902,P53986
Fam19a3,ENSMUSG00000055865,Q7TPG6
Ppm1j,ENSMUSG00000002228,Q149T7
Rhoc,ENSMUSG00000002233,Q62159
Mov10,ENSMUSG00000002227,P23249
Capza1,ENSMUSG00000070372,P47753
St7l,ENSMUSG00000045576,Q8K4P7
Wnt2b,ENSMUSG00000027840,O70283
Gm42956,ENSMUSG00000105355,0
Cttnbp2nl,ENSMUSG00000062127,Q99LJ0
4930564D02Rik,ENSMUSG00000051788,Q9D4S4
Kcnd3os,ENSMUSG00000074346,Q3V2I0
Kcnd3,ENSMUSG00000040896,Q9Z0V1
Ddx20,ENSMUSG00000027905,Q9JJY4
Fam212b,ENSMUSG00000048458,Q80VY2
Gm43848,ENSMUSG00000106317,0
Rap1a,ENSMUSG00000068798,P62835
Gm5547,ENSMUSG00000104835,0
Adora3,ENSMUSG00000000562,Q61618
Tmigd3,ENSMUSG00000074344,G3X8R9
I830077J02Rik,ENSMUSG00000074342,Q3U7U4
Atp5f1,ENSMUSG00000000563,Q9CQQ7
Wdr77,ENSMUSG00000000561,Q99J09
Ovgp1,ENSMUSG00000074340,Q62010
Pifo,ENSMUSG00000010136,Q9D9W1
Gm42722,ENSMUSG00000106093,0
Chil5,ENSMUSG00000043873,A0A0G2JDS2
Chia1,ENSMUSG00000062778,Q91XA9
Chil3,ENSMUSG00000040809,O35744
Dennd2d,ENSMUSG00000027901,Q91VV4
Cept1,ENSMUSG00000040774,Q8BGS7
Dram2,ENSMUSG00000027900,Q9CR48
Lrif1,ENSMUSG00000056260,Q8CDD9
Cd53,ENSMUSG00000040747,Q61451
Gm35507,ENSMUSG00000105102,0
Gm27008,ENSMUSG00000098108,0
Kcna3,ENSMUSG00000047959,P16390
AI504432,ENSMUSG00000056145,Q8CAB2
Kcna2,ENSMUSG00000040724,P63141
Kcna10,ENSMUSG00000042861,B2RQA1
Cym,ENSMUSG00000046213,B7ZWD6
A630076J17Rik,ENSMUSG00000094613,J3QQ32
Lamtor5,ENSMUSG00000087260,Q9D1L9
Slc16a4,ENSMUSG00000027896,Q8R0M8
Rbm15,ENSMUSG00000048109,Q0VBL3
Kcnc4,ENSMUSG00000027895,Q8R1C0
Slc6a17,ENSMUSG00000027894,Q8BJI1
Ubl4b,ENSMUSG00000055891,Q9CQ84
Alx3,ENSMUSG00000014603,O70137
Strip1,ENSMUSG00000014601,Q8C079
Ahcyl1,ENSMUSG00000027893,Q80SW1
Csf1,ENSMUSG00000014599,P07141
Eps8l3,ENSMUSG00000040600,Q91WL0
4933431E20Rik,ENSMUSG00000086968,Q3UYJ0
Gstm5,ENSMUSG00000004032,P48774
Gstm7,ENSMUSG00000004035,Q80W21
Gstm6,ENSMUSG00000068762,O35660
Gstm3,ENSMUSG00000004038,P19639
Gstm2,ENSMUSG00000040562,P15626
Gstm1,ENSMUSG00000058135,P10649
Gm12498,ENSMUSG00000087357,0
Gstm4,ENSMUSG00000027890,Q8R5I6
Ampd2,ENSMUSG00000027889,Q9DBT5
Gm12500,ENSMUSG00000056411,Q8BUP2
Gnat2,ENSMUSG00000009108,P50149
Gnai3,ENSMUSG00000000001,Q9DC51
Gpr61,ENSMUSG00000046793,Q8C010
Gm12524,ENSMUSG00000085318,0
Amigo1,ENSMUSG00000050947,Q80ZD8
Cyb561d1,ENSMUSG00000048796,A2AE42
Atxn7l2,ENSMUSG00000048997,A2AE44
Sypl2,ENSMUSG00000027887,O89104
1700010K24Rik,ENSMUSG00000085102,0
Psma5,ENSMUSG00000068749,Q9Z2U1
Gm12523,ENSMUSG00000084863,0
Sort1,ENSMUSG00000068747,Q6PHU5
Gm12525,ENSMUSG00000078601,0
Mybphl,ENSMUSG00000068745,Q5FW53
Psrc1,ENSMUSG00000068744,Q9D0P7
Celsr2,ENSMUSG00000068740,Q9R0M0
Sars,ENSMUSG00000068739,P26638
5330417C22Rik,ENSMUSG00000040412,A2AFS3
1700013F07Rik,ENSMUSG00000027886,Q9DAD0
Tmem167b,ENSMUSG00000068732,Q80X45
Taf13,ENSMUSG00000048100,P61216
Wdr47,ENSMUSG00000040389,Q8CGF6
Clcc1,ENSMUSG00000027884,Q99LI2
Gpsm2,ENSMUSG00000027883,Q8VDU0
Gm27244,ENSMUSG00000098800,0
Aknad1,ENSMUSG00000049565,E9Q8N6
Stxbp3,ENSMUSG00000027882,Q60770
Fndc7,ENSMUSG00000045326,A2AED3
Prpf38b,ENSMUSG00000027881,Q80SY5
Henmt1,ENSMUSG00000045662,Q8CAE2
Gm9857,ENSMUSG00000051638,Q9CVZ3
Fam102b,ENSMUSG00000040339,Q8BQS4
Gm43221,ENSMUSG00000106108,0
4930408K08Rik,ENSMUSG00000105638,0
Slc25a54,ENSMUSG00000027880,B1AUS6
Slc25a24,ENSMUSG00000040322,Q8BMD8
Vav3,ENSMUSG00000033721,Q9R0C8
Ntng1,ENSMUSG00000059857,Q8R4G0
Prmt6,ENSMUSG00000049300,Q6NZB1
C130013H08Rik,ENSMUSG00000105509,0
Amy1,ENSMUSG00000074264,P00687
Rnpc3,ENSMUSG00000027981,Q3UZ01
Col11a1,ENSMUSG00000027966,Q61245
S1pr1,ENSMUSG00000045092,O08530
Gm9889,ENSMUSG00000052769,Q8BYT7
Dph5,ENSMUSG00000033554,Q9CWQ0
Slc30a7,ENSMUSG00000054414,Q9JKN1
Extl2,ENSMUSG00000027963,Q9ES89
Vcam1,ENSMUSG00000027962,P29533
Gm26544,ENSMUSG00000097362,0
Gpr88,ENSMUSG00000068696,Q9EPB7
Cdc14a,ENSMUSG00000033502,Q6GQT0
Rtca,ENSMUSG00000000339,Q9D7H3
Gm26530,ENSMUSG00000097737,0
Dbt,ENSMUSG00000000340,P53395
Trmt13,ENSMUSG00000033439,Q8BYH3
Sass6,ENSMUSG00000027959,Q80UK7
Gm42893,ENSMUSG00000106415,0
Hiat1,ENSMUSG00000089911,P70187
Gm42457,ENSMUSG00000105339,0
4930512P04Rik,ENSMUSG00000106125,0
Slc35a3,ENSMUSG00000027957,Q8R1T4
Agl,ENSMUSG00000033400,A0A0G2JGI9
Frrs1,ENSMUSG00000033386,Q8K385
Palmd,ENSMUSG00000033377,Q9JHU2
4930455H04Rik,ENSMUSG00000080907,D3Z622
1700061I17Rik,ENSMUSG00000028009,Q9D9J4
Gm42891,ENSMUSG00000106342,0
Plppr4,ENSMUSG00000044667,Q7TME0
Plppr5,ENSMUSG00000033342,Q8BJ52
Snx7,ENSMUSG00000028007,Q9CY18
4921521D15Rik,ENSMUSG00000104703,0
Gm9916,ENSMUSG00000104178,Q8BQ83
Dpyd,ENSMUSG00000033308,Q8CHR6
Ptbp2,ENSMUSG00000028134,Q91Z31
6530403H02Rik,ENSMUSG00000098097,0
Rwdd3,ENSMUSG00000028133,Q8VIL2
Tmem56,ENSMUSG00000028132,Q8CGF5
Alg14,ENSMUSG00000039887,Q9D081
Cnn3,ENSMUSG00000053931,Q9DAW9
Slc44a3,ENSMUSG00000039865,Q921V7
A530020G20Rik,ENSMUSG00000097124,0
A730020M07Rik,ENSMUSG00000044522,Q8C983
Gm43608,ENSMUSG00000106036,0
F3,ENSMUSG00000028128,P20352
Abcd3,ENSMUSG00000028127,P55096
Arhgap29,ENSMUSG00000039831,Q8CGF1
Abca4,ENSMUSG00000028125,O35600
Gclm,ENSMUSG00000028124,O09172
Dnttip2,ENSMUSG00000039756,Q8R2M2
Gm40190,ENSMUSG00000105057,0
Bcar3,ENSMUSG00000028121,Q9QZK2
Gm42835,ENSMUSG00000104554,0
Fnbp1l,ENSMUSG00000039735,Q8K012
Gm43569,ENSMUSG00000106194,0
Gm43568,ENSMUSG00000106365,0
Pde5a,ENSMUSG00000053965,Q8CG03
4933405D12Rik,ENSMUSG00000097852,0
1810037I17Rik,ENSMUSG00000054091,Q99M08
Usp53,ENSMUSG00000039701,P15975
Myoz2,ENSMUSG00000028116,Q9JJW5
Synpo2,ENSMUSG00000050315,Q91YE8
Sec24d,ENSMUSG00000039234,A0A0G2JGJ5
Mettl14,ENSMUSG00000028114,Q3UIK4
Prss12,ENSMUSG00000027978,O08762
Ndst3,ENSMUSG00000027977,Q9EQH7
Gm43731,ENSMUSG00000104531,0
Tram1l1,ENSMUSG00000044528,Q8QZR0
1700006A11Rik,ENSMUSG00000027973,A0A0G2JFV6
Gm42823,ENSMUSG00000106413,0
1700003H04Rik,ENSMUSG00000039174,E9PXM2
Ndst4,ENSMUSG00000027971,Q9EQW8
Ugt8a,ENSMUSG00000032854,Q64676
Gm42827,ENSMUSG00000106503,0
Arsj,ENSMUSG00000046561,Q8BM89
Gm17225,ENSMUSG00000090427,0
Camk2d,ENSMUSG00000053819,Q6PHZ2
Gm15551,ENSMUSG00000086679,0
Ank2,ENSMUSG00000032826,Q8C8R3
Gm16958,ENSMUSG00000097456,0
Larp7,ENSMUSG00000027968,Q05CL8
Zgrf1,ENSMUSG00000051278,Q0VGT4
Neurog2,ENSMUSG00000027967,P70447
Alpk1,ENSMUSG00000028028,Q9CXB8
Tifa,ENSMUSG00000046688,Q793I8
Ap1ar,ENSMUSG00000074238,A0A0G2JEZ5
Gm43653,ENSMUSG00000105447,0
Gm42586,ENSMUSG00000105550,0
5730508B09Rik,ENSMUSG00000050549,Q9CZL2
Gm43053,ENSMUSG00000106437,0
Gm43824,ENSMUSG00000106245,0
4933424H11Rik,ENSMUSG00000105527,0
Gm28543,ENSMUSG00000099640,0
Pitx2,ENSMUSG00000028023,P97474
Enpep,ENSMUSG00000028024,P16406
Gm35986,ENSMUSG00000105837,0
Elovl6,ENSMUSG00000041220,Q920L5
Egf,ENSMUSG00000028017,P01132
Gm42697,ENSMUSG00000106120,0
Gm42650,ENSMUSG00000105596,0
6330410L21Rik,ENSMUSG00000105960,0
Rrh,ENSMUSG00000028012,O35214
Gar1,ENSMUSG00000028010,Q9CY66
Cfi,ENSMUSG00000058952,Q61129
Pla2g12a,ENSMUSG00000027999,Q9EPR2
Casp6,ENSMUSG00000027997,O08738
Ccdc109b,ENSMUSG00000027994,Q810S1
Sec24b,ENSMUSG00000001052,F6VJC5
Col25a1,ENSMUSG00000058897,Q99MQ5
